Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Duplicated Edges
sally_beck_000_1_1_1_1.pst.237.xls,490,395,894,148,127,258,1,3,102,427,0,0,0,0,4,8,11,22,30,30,499
sally_beck_000_1_1_1_1.pst.239.xls,491,395,894,148,126,257,1,3,102,427,0,0,0,0,4,8,12,24,29,29,499
sally_beck_000_1_1_1_1.pst.24.xls,6398,2030,8673,1781,831,1376,0,0,783,3177,0,0,0,0,552,2481,165,459,281,281,6643
sally_beck_000_1_1_1_1.pst.240.xls,646,305,933,102,53,153,0,0,75,538,0,0,0,0,0,0,13,94,14,14,628
sally_beck_000_1_1_1_1.pst.241.xls,272,117,389,272,117,203,0,0,0,0,0,0,0,0,0,0,0,0,272,272,272
sally_beck_000_1_1_1_1.pst.242.xls,439,218,660,82,50,101,0,0,50,335,0,0,0,0,18,89,1,2,13,13,442
sally_beck_000_1_1_1_1.pst.244.xls,212,116,327,69,42,101,0,0,57,190,0,0,0,0,0,0,7,17,5,5,211
sally_beck_000_1_1_1_1.pst.247.xls,491,395,894,148,126,257,1,3,102,427,0,0,0,0,4,8,12,24,29,29,499
sally_beck_000_1_1_1_1.pst.251.xls,7084,1463,8624,94,22,39,2,76,91,7007,0,0,0,0,0,0,0,0,1,1,7161
sally_beck_000_1_1_1_1.pst.253.xls,535,417,960,160,139,281,1,3,116,475,0,0,0,0,4,8,10,20,29,29,543
sally_beck_000_1_1_1_1.pst.254.xls,38,23,61,9,6,11,0,0,8,37,0,0,0,0,0,0,0,0,1,1,38
sally_beck_000_1_1_1_1.pst.255.xls,535,417,960,160,139,281,1,3,116,475,0,0,0,0,4,8,10,20,29,29,543
sally_beck_000_1_1_1_1.pst.256.xls,731,577,1316,208,186,373,1,3,163,669,0,0,0,0,4,8,11,22,29,29,739
sally_beck_000_1_1_1_1.pst.259.xls,431,217,658,86,55,106,0,0,53,343,0,0,0,0,21,75,1,2,11,11,441
sally_beck_000_1_1_1_1.pst.26.xls,414,327,749,131,110,224,1,3,87,354,0,0,0,0,4,8,10,20,29,29,422
sally_beck_000_1_1_1_1.pst.260.xls,280,121,401,280,121,211,0,0,0,0,0,0,0,0,0,0,0,0,280,280,280
sally_beck_000_1_1_1_1.pst.261.xls,658,312,952,114,60,167,0,0,75,538,0,0,0,0,0,0,13,94,26,26,640
sally_beck_000_1_1_1_1.pst.263.xls,433,218,660,88,56,109,0,0,54,344,0,0,0,0,20,74,1,2,13,13,442
sally_beck_000_1_1_1_1.pst.264.xls,280,121,401,280,121,211,0,0,0,0,0,0,0,0,0,0,0,0,280,280,280
sally_beck_000_1_1_1_1.pst.265.xls,670,319,971,121,62,175,0,0,80,548,0,0,0,0,0,0,13,94,28,28,652
sally_beck_000_1_1_1_1.pst.266.xls,300,132,432,290,131,241,0,0,0,0,0,0,0,0,0,0,10,20,280,280,300
sally_beck_000_1_1_1_1.pst.267.xls,433,218,660,88,56,109,0,0,54,344,0,0,0,0,20,74,1,2,13,13,442
sally_beck_000_1_1_1_1.pst.268.xls,684,328,994,130,66,186,0,0,80,553,0,0,0,0,0,0,13,94,37,37,666
sally_beck_000_1_1_1_1.pst.269.xls,15,9,24,15,9,21,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15
sally_beck_000_1_1_1_1.pst.27.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.270.xls,689,333,1004,130,66,186,0,0,80,558,0,0,0,0,0,0,13,94,37,37,671
sally_beck_000_1_1_1_1.pst.271.xls,300,132,432,290,131,241,0,0,0,0,0,0,0,0,0,0,10,20,280,280,300
sally_beck_000_1_1_1_1.pst.272.xls,437,217,658,83,52,103,0,0,51,337,0,0,0,0,20,87,1,2,11,11,441
sally_beck_000_1_1_1_1.pst.280.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_000_1_1_1_1.pst.287.xls,929,399,1310,174,80,244,0,0,124,798,0,0,0,0,0,0,13,94,37,37,911
sally_beck_000_1_1_1_1.pst.295.xls,166,90,256,55,33,75,0,0,22,126,0,0,0,0,0,0,7,14,26,26,166
sally_beck_000_1_1_1_1.pst.296.xls,1275,497,1726,232,134,353,0,0,159,913,0,0,0,0,0,0,29,318,44,44,1229
sally_beck_000_1_1_1_1.pst.297.xls,254,205,459,178,137,245,0,0,44,114,0,0,0,0,0,0,6,12,128,128,254
sally_beck_000_1_1_1_1.pst.298.xls,493,254,749,97,59,121,0,0,60,381,0,0,0,0,19,91,2,5,16,16,495
sally_beck_000_1_1_1_1.pst.299.xls,300,132,432,290,131,241,0,0,0,0,0,0,0,0,0,0,10,20,280,280,300
sally_beck_000_1_1_1_1.pst.305.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_000_1_1_1_1.pst.306.xls,197,196,393,197,196,341,0,0,0,0,0,0,0,0,0,0,0,0,197,197,197
sally_beck_000_1_1_1_1.pst.307.xls,487,253,746,99,64,125,0,0,63,388,0,0,0,0,20,80,2,5,14,14,493
sally_beck_000_1_1_1_1.pst.308.xls,300,132,432,290,131,241,0,0,0,0,0,0,0,0,0,0,10,20,280,280,300
sally_beck_000_1_1_1_1.pst.311.xls,7829,1527,9460,136,44,94,1,81,100,7694,0,0,0,0,0,0,13,32,22,22,7933
sally_beck_000_1_1_1_1.pst.318.xls,70,70,140,2,2,4,0,0,2,70,0,0,0,0,0,0,0,0,0,0,70
sally_beck_000_1_1_1_1.pst.34.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.342.xls,593,237,858,464,236,502,0,0,92,184,0,0,0,0,12,24,25,50,335,335,621
sally_beck_000_1_1_1_1.pst.343.xls,2253,902,3155,654,317,905,0,0,351,1898,0,0,0,0,0,0,52,104,251,251,2253
sally_beck_000_1_1_1_1.pst.344.xls,6360,2016,8603,1711,776,1295,0,0,734,3069,0,0,0,0,548,2569,164,457,265,265,6587
sally_beck_000_1_1_1_1.pst.35.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.378.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_000_1_1_1_1.pst.385.xls,6610,2113,8967,1780,816,1378,0,0,790,3273,0,0,0,0,558,2601,176,480,256,256,6854
sally_beck_000_1_1_1_1.pst.386.xls,629,283,914,505,283,578,0,0,85,170,0,0,0,0,13,26,26,52,381,381,631
sally_beck_000_1_1_1_1.pst.387.xls,1542,745,2287,478,269,690,14,168,196,1064,0,0,0,0,0,0,42,84,226,226,1542
sally_beck_000_1_1_1_1.pst.389.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.394.xls,486,205,692,140,66,185,0,0,67,309,0,0,0,0,18,86,16,52,39,39,487
sally_beck_000_1_1_1_1.pst.399.xls,32,24,120,5,5,10,0,0,2,28,0,0,0,0,0,0,1,2,2,2,96
sally_beck_000_1_1_1_1.pst.402.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_000_1_1_1_1.pst.406.xls,309,149,458,103,51,127,2,4,44,202,0,0,0,0,2,4,44,88,11,11,309
sally_beck_000_1_1_1_1.pst.409.xls,90,90,180,11,11,22,8,87,0,0,0,0,0,0,0,0,0,0,3,3,90
sally_beck_000_1_1_1_1.pst.414.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_000_1_1_1_1.pst.423.xls,18,9,27,6,3,9,0,0,2,12,0,0,0,0,0,0,2,4,2,2,18
sally_beck_000_1_1_1_1.pst.425.xls,20,10,30,4,2,6,0,0,4,20,0,0,0,0,0,0,0,0,0,0,20
sally_beck_000_1_1_1_1.pst.426.xls,442,65,512,44,19,46,0,0,27,264,0,0,0,0,11,172,0,0,6,6,447
sally_beck_000_1_1_1_1.pst.429.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_000_1_1_1_1.pst.430.xls,33,11,55,3,1,4,0,0,3,33,0,0,0,0,0,0,0,0,0,0,44
sally_beck_000_1_1_1_1.pst.431.xls,629,282,911,33,18,37,0,0,17,415,0,0,0,0,10,205,3,6,3,3,629
sally_beck_000_1_1_1_1.pst.433.xls,37,37,74,37,37,74,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37
sally_beck_000_1_1_1_1.pst.435.xls,845,378,1223,33,14,33,0,0,20,565,0,0,0,0,12,279,0,0,1,1,845
sally_beck_000_1_1_1_1.pst.490.xls,38,38,76,38,38,71,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38
sally_beck_000_1_1_1_1.pst.577.xls,123776,58809,182585,222,155,311,0,0,187,123741,0,0,0,0,0,0,0,0,35,35,123776
sally_beck_000_1_2_1.pst.14.xls,544,505,1068,145,142,165,0,0,98,344,0,0,0,0,0,0,17,170,30,30,563
sally_beck_000_1_2_1.pst.22.xls,39,39,78,9,9,18,0,0,4,34,0,0,0,0,0,0,0,0,5,5,39
sally_beck_000_1_2_1.pst.24.xls,9150,4340,13530,2780,1369,3412,2,4,407,3774,0,0,0,0,223,2697,264,791,1884,1884,9190
sally_beck_000_1_2_1.pst.25.xls,55,45,100,10,9,18,0,0,5,50,0,0,0,0,0,0,0,0,5,5,55
sally_beck_000_1_2_1.pst.44.xls,152,152,304,1,1,2,1,152,0,0,0,0,0,0,0,0,0,0,0,0,152
sally_beck_000_1_2_1.pst.46.xls,240,134,374,83,45,104,0,0,48,205,0,0,0,0,0,0,0,0,35,35,240
sally_beck_000_1_2_1.pst.47.xls,153,153,306,1,1,2,1,153,0,0,0,0,0,0,0,0,0,0,0,0,153
sally_beck_000_1_2_1.pst.48.xls,156,156,312,1,1,2,1,156,0,0,0,0,0,0,0,0,0,0,0,0,156
sally_beck_000_1_2_1.pst.49.xls,159,159,318,1,1,2,1,159,0,0,0,0,0,0,0,0,0,0,0,0,159
sally_beck_000_1_2_1.pst.5.xls,622,565,1188,69,67,80,0,0,60,450,0,0,0,0,0,0,7,170,2,2,623
sally_beck_000_1_2_1.pst.50.xls,315,193,508,93,55,130,0,0,51,241,0,0,0,0,0,0,8,40,34,34,315
sally_beck_000_1_2_1.pst.504.xls,19,10,29,3,2,4,0,0,2,18,0,0,0,0,0,0,0,0,1,1,19
sally_beck_000_1_2_1.pst.51.xls,315,193,508,98,56,136,0,0,51,236,0,0,0,0,0,0,8,40,39,39,315
sally_beck_000_1_2_1.pst.52.xls,326,198,524,97,56,137,0,0,52,242,0,0,0,0,0,0,13,52,32,32,326
sally_beck_000_1_2_1.pst.54.xls,48,24,72,20,10,30,0,0,18,44,0,0,0,0,0,0,2,4,0,0,48
sally_beck_000_1_2_1.pst.6.xls,200,120,320,10,6,11,0,0,0,0,0,0,0,0,0,0,10,200,0,0,200
sally_beck_000_1_2_1.pst.66.xls,11,10,21,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11
sally_beck_000_1_2_1.pst.73.xls,269,269,538,30,30,58,19,257,0,0,0,0,0,0,0,0,1,2,10,10,269
sally_beck_001_1_1_1_1.pst.0.xls,5210,1501,7067,1515,713,1130,0,0,550,2152,0,0,0,0,503,2382,133,347,329,329,5566
sally_beck_001_1_1_1_1.pst.1.xls,716,353,1069,169,86,237,0,0,61,476,0,0,0,0,0,0,83,215,25,25,716
sally_beck_001_1_1_1_1.pst.116.xls,205,69,278,43,20,38,0,0,20,113,0,0,0,0,18,87,0,0,5,5,209
sally_beck_001_1_1_1_1.pst.117.xls,144,77,221,144,77,131,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144
sally_beck_001_1_1_1_1.pst.12.xls,45,27,72,9,6,11,0,0,8,44,0,0,0,0,0,0,0,0,1,1,45
sally_beck_001_1_1_1_1.pst.129.xls,208,69,278,42,19,35,0,0,18,108,0,0,0,0,21,97,0,0,3,3,209
sally_beck_001_1_1_1_1.pst.130.xls,144,77,221,144,77,131,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144
sally_beck_001_1_1_1_1.pst.137.xls,521,194,741,128,75,157,0,0,67,351,0,0,0,0,33,141,1,2,27,27,547
sally_beck_001_1_1_1_1.pst.138.xls,144,77,221,144,77,131,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144
sally_beck_001_1_1_1_1.pst.159.xls,621,252,883,137,79,170,0,0,84,469,0,0,0,0,31,129,1,2,21,21,631
sally_beck_001_1_1_1_1.pst.160.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_001_1_1_1_1.pst.169.xls,620,252,883,145,86,177,0,0,84,467,0,0,0,0,29,119,2,4,30,30,631
sally_beck_001_1_1_1_1.pst.17.xls,582,536,1118,118,107,195,0,0,58,508,0,0,0,0,1,2,9,22,50,50,582
sally_beck_001_1_1_1_1.pst.170.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_001_1_1_1_1.pst.18.xls,54,27,81,42,15,51,0,0,4,16,0,0,0,0,0,0,0,0,38,38,54
sally_beck_001_1_1_1_1.pst.19.xls,458,357,815,91,81,131,1,2,59,422,0,0,0,0,2,4,1,2,28,28,458
sally_beck_001_1_1_1_1.pst.190.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_001_1_1_1_1.pst.191.xls,622,253,885,140,82,171,0,0,83,467,0,0,0,0,33,131,0,0,24,24,632
sally_beck_001_1_1_1_1.pst.198.xls,12,11,23,12,11,23,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
sally_beck_001_1_1_1_1.pst.199.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_001_1_1_1_1.pst.2.xls,84,84,168,1,1,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,84
sally_beck_001_1_1_1_1.pst.200.xls,627,253,885,138,75,161,0,0,80,459,0,0,0,0,31,141,0,0,27,27,632
sally_beck_001_1_1_1_1.pst.218.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.220.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.221.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.228.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.232.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.246.xls,465,183,648,231,90,243,0,0,150,300,0,0,0,0,78,156,3,9,0,0,465
sally_beck_001_1_1_1_1.pst.248.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.253.xls,20,19,39,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sally_beck_001_1_1_1_1.pst.255.xls,7084,1463,8624,92,19,34,1,77,91,7007,0,0,0,0,0,0,0,0,0,0,7161
sally_beck_001_1_1_1_1.pst.269.xls,307,201,486,46,42,86,0,0,21,165,0,0,0,0,0,0,9,126,16,16,285
sally_beck_001_1_1_1_1.pst.293.xls,211,109,320,12,7,16,0,0,10,209,0,0,0,0,0,0,0,0,2,2,211
sally_beck_001_1_1_1_1.pst.295.xls,85,43,128,15,8,23,0,0,7,42,0,0,0,0,7,42,0,0,1,1,85
sally_beck_001_1_1_1_1.pst.296.xls,155,90,245,73,41,114,0,0,58,140,0,0,0,0,0,0,0,0,15,15,155
sally_beck_001_1_1_1_1.pst.297.xls,3146,1568,4714,146,70,172,0,0,28,1522,0,0,0,0,22,1510,18,36,78,78,3146
sally_beck_001_1_1_1_1.pst.298.xls,142,76,219,21,16,35,0,0,10,95,0,0,0,0,0,0,3,39,8,8,143
sally_beck_001_1_1_1_1.pst.313.xls,380,80,460,148,33,155,0,0,136,296,0,0,0,0,0,0,12,84,0,0,380
sally_beck_001_1_1_1_1.pst.334.xls,204,129,333,59,41,89,0,0,29,171,0,0,0,0,1,2,2,4,27,27,204
sally_beck_001_1_1_1_1.pst.348.xls,79,41,120,47,25,58,0,0,12,32,0,0,0,0,0,0,12,24,23,23,79
sally_beck_001_1_1_1_1.pst.350.xls,81,47,128,45,27,58,0,0,16,38,0,0,0,0,0,0,14,28,15,15,81
sally_beck_001_1_1_1_1.pst.356.xls,4914,3932,10816,604,481,1005,0,0,285,922,0,0,0,0,86,172,203,3790,30,30,6884
sally_beck_001_1_1_1_1.pst.358.xls,2362,1182,3544,3,2,5,0,0,1,1180,0,0,0,0,1,1180,1,2,0,0,2362
sally_beck_001_1_1_1_1.pst.364.xls,436,111,547,164,41,177,0,0,142,316,0,0,0,0,0,0,18,116,4,4,436
sally_beck_001_1_1_1_1.pst.368.xls,35,22,57,11,10,15,0,0,2,26,0,0,0,0,0,0,0,0,9,9,35
sally_beck_001_1_1_1_1.pst.376.xls,2806,1410,4216,14,13,27,0,0,3,1400,0,0,0,0,1,1396,0,0,10,10,2806
sally_beck_001_1_1_1_1.pst.4.xls,6345,2013,8732,1900,921,1513,0,0,729,2822,0,0,0,0,540,2574,190,508,441,441,6719
sally_beck_001_1_1_1_1.pst.404.xls,3143,1554,4732,1290,1002,1852,36,72,796,2030,0,0,0,0,135,546,102,274,221,221,3178
sally_beck_001_1_1_1_1.pst.406.xls,92,92,184,5,5,9,0,0,2,89,0,0,0,0,0,0,0,0,3,3,92
sally_beck_001_1_1_1_1.pst.408.xls,24,24,48,3,3,6,0,0,2,23,0,0,0,0,0,0,0,0,1,1,24
sally_beck_001_1_1_1_1.pst.416.xls,29,26,55,17,14,27,0,0,5,17,0,0,0,0,0,0,0,0,12,12,29
sally_beck_001_1_1_1_1.pst.440.xls,204,129,333,56,38,83,0,0,30,176,0,0,0,0,1,2,1,2,24,24,204
sally_beck_001_1_1_1_1.pst.446.xls,212,137,349,61,43,93,0,0,32,180,0,0,0,0,1,2,2,4,26,26,212
sally_beck_001_1_1_1_1.pst.448.xls,416,132,548,74,15,84,0,0,44,295,0,0,0,0,0,0,19,110,11,11,416
sally_beck_001_1_1_1_1.pst.450.xls,35,22,57,11,10,15,0,0,2,26,0,0,0,0,0,0,0,0,9,9,35
sally_beck_001_1_1_1_1.pst.455.xls,34,34,68,33,33,66,0,0,0,0,0,0,0,0,0,0,1,2,32,32,34
sally_beck_001_1_1_1_1.pst.470.xls,24,24,48,2,2,4,0,0,2,24,0,0,0,0,0,0,0,0,0,0,24
sally_beck_001_1_1_1_1.pst.487.xls,921,528,1447,95,61,140,0,0,67,877,0,0,0,0,0,0,8,24,20,20,919
sally_beck_001_1_1_1_1.pst.488.xls,499,258,761,97,63,122,0,0,60,397,0,0,0,0,19,81,2,5,16,16,503
sally_beck_001_1_1_1_1.pst.489.xls,300,132,432,290,131,241,0,0,0,0,0,0,0,0,0,0,10,20,280,280,300
sally_beck_001_1_1_1_1.pst.497.xls,54,36,90,19,13,26,0,0,18,53,0,0,0,0,0,0,0,0,1,1,54
sally_beck_001_1_1_1_1.pst.498.xls,12,6,18,8,4,12,0,0,2,6,0,0,0,0,0,0,0,0,6,6,12
sally_beck_001_1_1_1_1.pst.502.xls,997,571,1566,96,62,142,0,0,68,953,0,0,0,0,0,0,8,24,20,20,995
sally_beck_001_1_1_1_1.pst.503.xls,91,61,152,18,12,26,0,0,18,91,0,0,0,0,0,0,0,0,0,0,91
sally_beck_001_1_1_1_1.pst.508.xls,1061,617,1677,94,62,140,0,0,69,1029,0,0,0,0,0,0,4,11,21,21,1060
sally_beck_001_1_1_1_1.pst.6.xls,7197,2378,9957,2342,1157,2016,0,0,945,3469,0,0,0,0,571,2567,208,543,618,618,7579
sally_beck_001_1_1_1_1.pst.7.xls,288,188,476,69,59,110,0,0,40,247,0,0,0,0,1,2,9,20,19,19,288
sally_beck_001_1_1_1_1.pst.8.xls,26,19,45,6,5,9,1,3,3,21,0,0,0,0,0,0,0,0,2,2,26
sally_beck_001_1_2_1.pst.138.xls,489,233,722,136,70,166,0,0,62,350,0,0,0,0,0,0,31,96,43,43,489
sally_beck_001_1_2_1.pst.212.xls,2153,580,2844,580,269,359,0,0,220,949,0,0,0,0,221,949,68,184,71,71,2264
sally_beck_001_1_2_1.pst.213.xls,2183,584,2801,535,227,314,0,0,205,917,0,0,0,0,222,1038,69,189,39,39,2217
sally_beck_001_1_2_1.pst.214.xls,2167,584,2801,547,249,336,0,0,217,946,0,0,0,0,213,984,69,189,48,48,2217
sally_beck_001_1_2_1.pst.215.xls,2187,588,2812,546,240,332,0,0,208,926,0,0,0,0,221,1024,69,189,48,48,2224
sally_beck_001_1_2_1.pst.216.xls,2182,589,2818,554,255,348,0,0,215,940,0,0,0,0,214,993,73,197,52,52,2229
sally_beck_001_1_2_1.pst.217.xls,2167,584,2801,547,249,336,0,0,217,946,0,0,0,0,213,984,69,189,48,48,2217
sally_beck_001_1_2_1.pst.256.xls,5155,2269,9574,866,768,970,0,0,71,2055,0,0,0,0,32,928,258,1667,505,505,7305
sally_beck_001_1_2_1.pst.257.xls,8901,4031,17476,1109,927,1245,3,344,126,3613,0,0,0,0,183,2738,258,1667,539,539,13445
sally_beck_002_1_1_1.pst.18.xls,499,258,761,97,63,122,0,0,60,397,0,0,0,0,19,81,2,5,16,16,503
sally_beck_002_1_1_1.pst.19.xls,300,132,432,290,131,241,0,0,0,0,0,0,0,0,0,0,10,20,280,280,300
sally_beck_002_1_1_1.pst.26.xls,1822,681,2427,278,178,441,0,0,188,1262,0,0,0,0,0,0,36,506,54,54,1746
sally_beck_002_1_1_1.pst.3.xls,55441,16637,83587,247,79,154,0,0,186,43762,0,0,0,0,59,11677,0,0,2,2,66950
sally_beck_002_1_1_1.pst.36.xls,325,155,480,77,34,106,0,0,69,285,0,0,0,0,8,40,0,0,0,0,325
sally_beck_002_1_1_1.pst.37.xls,1964,744,2634,301,196,473,0,0,196,1375,0,0,0,0,0,0,31,515,74,74,1890
sally_beck_002_1_1_1.pst.4.xls,395,241,636,69,47,91,0,0,37,361,0,0,0,0,0,0,2,4,30,30,395
sally_beck_002_1_1_1.pst.47.xls,100,3,103,51,2,53,0,0,49,98,0,0,0,0,0,0,0,0,2,2,100
sally_beck_002_1_1_1.pst.5.xls,55507,16717,83756,123,47,85,0,0,85,43757,0,0,0,0,36,11748,0,0,2,2,67039
sally_beck_002_1_1_1.pst.88.xls,20,8,28,20,8,21,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
sandra_brawner_000_1_1.pst.1.xls,37,21,58,18,12,26,3,6,4,11,0,0,0,0,6,15,0,0,5,5,37
sandra_brawner_000_1_1.pst.10.xls,906,372,1372,189,94,186,0,0,122,736,0,0,0,0,28,84,12,59,27,27,1000
sandra_brawner_000_1_1.pst.11.xls,177,89,266,57,29,86,0,0,48,168,0,0,0,0,0,0,0,0,9,9,177
sara_shackleton_000_1_1_1.pst.11.xls,47,47,94,2,2,4,1,46,0,0,0,0,0,0,0,0,0,0,1,1,47
sara_shackleton_000_1_1_1.pst.12.xls,47,47,94,2,2,4,1,46,0,0,0,0,0,0,0,0,0,0,1,1,47
sara_shackleton_000_1_1_1.pst.13.xls,46,46,92,1,1,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,46
sara_shackleton_000_1_1_1.pst.146.xls,872,406,1348,131,92,178,7,113,39,552,0,0,0,0,9,106,19,44,57,57,942
sara_shackleton_000_1_1_1.pst.160.xls,30,15,45,27,15,24,0,0,1,2,0,0,0,0,2,4,0,0,24,24,30
sara_shackleton_000_1_1_1.pst.18.xls,47,47,94,2,2,4,1,46,0,0,0,0,0,0,0,0,0,0,1,1,47
sara_shackleton_000_1_1_1.pst.19.xls,47,47,94,2,2,4,1,46,0,0,0,0,0,0,0,0,0,0,1,1,47
sara_shackleton_000_1_1_1.pst.21.xls,46,46,92,1,1,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,46
sara_shackleton_000_1_1_1.pst.40.xls,19,19,38,5,5,10,0,0,2,13,0,0,0,0,0,0,3,6,0,0,19
sara_shackleton_000_1_1_1.pst.43.xls,97,97,194,2,2,4,1,49,1,48,0,0,0,0,0,0,0,0,0,0,97
sara_shackleton_000_1_1_1.pst.45.xls,73,36,107,17,12,26,0,0,14,59,0,0,0,0,0,0,2,13,1,1,71
sara_shackleton_000_1_1_1.pst.47.xls,19,19,38,5,5,10,0,0,2,13,0,0,0,0,0,0,3,6,0,0,19
sara_shackleton_000_1_1_1.pst.48.xls,20,16,36,8,6,14,0,0,0,0,0,0,0,0,0,0,4,16,4,4,20
sara_shackleton_000_1_1_1.pst.59.xls,97,97,194,2,2,4,1,49,1,48,0,0,0,0,0,0,0,0,0,0,97
sara_shackleton_000_1_1_1.pst.6.xls,19,19,38,5,5,10,0,0,2,13,0,0,0,0,0,0,3,6,0,0,19
sara_shackleton_000_1_1_1.pst.67.xls,22,22,44,7,7,13,0,0,2,13,0,0,0,0,1,2,3,6,1,1,22
sara_shackleton_000_1_1_1.pst.68.xls,22,22,44,7,7,13,0,0,2,13,0,0,0,0,1,2,3,6,1,1,22
sara_shackleton_000_1_1_1.pst.70.xls,46,46,92,1,1,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,46
sara_shackleton_000_1_1_1.pst.72.xls,19,19,38,5,5,10,0,0,2,13,0,0,0,0,0,0,3,6,0,0,19
sara_shackleton_000_1_1_1.pst.75.xls,99,99,198,3,3,6,1,49,1,49,0,0,0,0,0,0,0,0,1,1,99
sara_shackleton_000_1_1_1.pst.99.xls,99,99,198,3,3,6,1,49,1,49,0,0,0,0,0,0,0,0,1,1,99
sara_shackleton_000_1_2.pst.106.xls,4635,4635,9270,1690,1690,3380,0,0,898,3343,0,0,0,0,0,0,379,879,413,413,4635
sara_shackleton_000_1_2.pst.109.xls,202,101,304,28,19,37,1,2,9,159,0,0,0,0,7,29,1,2,10,10,203
sara_shackleton_000_1_2.pst.110.xls,12,12,24,10,10,19,0,0,1,3,0,0,0,0,0,0,0,0,9,9,12
sara_shackleton_000_1_2.pst.126.xls,507,491,983,107,106,208,0,0,87,435,0,0,0,0,0,0,8,60,12,12,492
sara_shackleton_000_1_2.pst.134.xls,71,31,102,27,12,29,0,0,21,56,0,0,0,0,5,14,0,0,1,1,71
sara_shackleton_000_1_2.pst.135.xls,24,24,48,18,18,36,0,0,6,12,0,0,0,0,0,0,0,0,12,12,24
sara_shackleton_000_1_2.pst.143.xls,38,38,76,8,8,16,0,0,4,34,0,0,0,0,0,0,0,0,4,4,38
sara_shackleton_000_1_2.pst.21.xls,22,22,44,7,7,13,0,0,2,13,0,0,0,0,1,2,3,6,1,1,22
sara_shackleton_000_1_2.pst.22.xls,22,22,44,7,7,13,0,0,2,13,0,0,0,0,1,2,3,6,1,1,22
sara_shackleton_000_1_2.pst.248.xls,19,19,38,5,5,10,0,0,2,13,0,0,0,0,0,0,3,6,0,0,19
sara_shackleton_000_1_2.pst.256.xls,19,19,38,5,5,10,0,0,2,13,0,0,0,0,0,0,3,6,0,0,19
