Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Deduplicated Edges
benjamin_rogers_000_1_1.pst.22.xls,2295,1041,3336,601,391,655,0,0,212,1039,0,0,0,0,131,755,30,60,228,228,2082
benjamin_rogers_000_1_1.pst.24.xls,2424,1134,3558,651,427,725,0,0,240,1148,0,0,0,0,132,757,30,60,249,249,2214
benjamin_rogers_000_1_1.pst.25.xls,11063,1415,12478,99,36,113,30,690,36,5045,0,0,0,0,33,4752,0,0,0,0,10487
benjamin_rogers_000_1_1.pst.26.xls,195,127,322,54,20,58,0,0,53,194,0,0,0,0,0,0,0,0,1,1,195
benjamin_rogers_000_1_1.pst.27.xls,311,259,570,64,60,118,1,30,11,229,0,0,0,0,0,0,0,0,52,52,311
benjamin_rogers_000_1_1.pst.28.xls,516,476,992,60,59,118,0,0,59,508,0,0,0,0,1,8,0,0,0,0,516
benjamin_rogers_000_1_1.pst.31.xls,193,189,382,23,21,43,0,0,14,184,0,0,0,0,0,0,0,0,9,9,193
benjamin_rogers_000_1_1.pst.32.xls,228,114,342,12,6,13,0,0,12,228,0,0,0,0,0,0,0,0,0,0,228
benjamin_rogers_000_1_1.pst.35.xls,1974,1332,3306,152,112,232,0,0,141,1963,0,0,0,0,0,0,0,0,11,11,1974
benjamin_rogers_000_1_1.pst.36.xls,3891,1440,5331,41,23,60,0,0,41,3891,0,0,0,0,0,0,0,0,0,0,3891
benjamin_rogers_000_1_1.pst.37.xls,4146,3337,7483,84,64,134,0,0,36,3966,2,84,0,0,2,52,0,0,44,44,4146
benjamin_rogers_000_1_1.pst.38.xls,171,99,270,76,52,125,24,48,24,48,0,0,0,0,25,72,0,0,3,3,171
benjamin_rogers_000_1_1.pst.39.xls,876092,175568,1051660,806,257,517,1,182,550,525576,0,0,0,0,183,175131,0,0,72,72,700961
benjamin_rogers_000_1_1.pst.41.xls,1039,899,1938,129,122,169,3,26,107,948,0,0,0,0,6,37,1,2,12,12,1025
benjamin_rogers_000_1_1.pst.42.xls,11063,1415,12478,99,36,113,30,690,36,5045,0,0,0,0,33,4752,0,0,0,0,10487
benjamin_rogers_000_1_1.pst.43.xls,1137,346,1483,474,233,613,16,40,153,450,0,0,0,0,121,298,107,214,77,77,1079
benjamin_rogers_000_1_1.pst.44.xls,300,163,463,29,29,57,0,0,11,163,0,0,0,0,12,24,3,6,3,3,196
benjamin_rogers_000_1_1.pst.45.xls,59599,4677,64276,1526,358,1199,17,34,1247,51072,0,0,0,0,58,679,116,232,88,88,52105
benjamin_rogers_000_1_1.pst.46.xls,2054,1372,3426,152,112,232,0,0,141,2043,0,0,0,0,0,0,0,0,11,11,2054
benjamin_rogers_000_1_1.pst.48.xls,1180,946,2126,48,38,78,0,0,44,1176,0,0,0,0,0,0,0,0,4,4,1180
benjamin_rogers_000_1_1.pst.57.xls,14420,8752,23172,58,46,100,8,1880,40,10020,0,0,0,0,5,594,0,0,5,5,12499
benjamin_rogers_000_1_1.pst.58.xls,28,14,42,2,1,3,0,0,2,28,0,0,0,0,0,0,0,0,0,0,28
benjamin_rogers_000_1_1.pst.59.xls,28,14,42,2,1,3,0,0,2,28,0,0,0,0,0,0,0,0,0,0,28
benjamin_rogers_000_1_1.pst.6.xls,2731,1642,4373,407,382,754,9,232,169,1826,0,0,0,0,23,112,55,137,151,151,2458
benjamin_rogers_000_1_1.pst.63.xls,2260,1022,3282,597,389,650,0,0,209,1006,0,0,0,0,132,757,30,60,226,226,2049
benjamin_rogers_000_1_1.pst.66.xls,27,16,43,4,3,6,0,0,4,27,0,0,0,0,0,0,0,0,0,0,27
benjamin_rogers_000_1_1.pst.7.xls,13526,2643,16169,1231,490,1670,37,280,914,12904,0,0,0,0,4,14,46,92,230,230,13520
benjamin_rogers_000_1_1.pst.73.xls,23,11,34,8,4,8,0,0,2,16,0,0,0,0,0,0,0,0,6,6,22
benjamin_rogers_000_1_1.pst.74.xls,1897,994,2891,55,42,85,0,0,22,664,0,0,0,0,31,981,0,0,2,2,1647
benjamin_rogers_000_1_1.pst.78.xls,11,5,16,8,6,13,1,3,1,2,0,0,0,0,0,0,0,0,6,6,11
benjamin_rogers_000_1_1.pst.79.xls,1897,994,2891,55,42,85,0,0,22,664,0,0,0,0,31,981,0,0,2,2,1647
benjamin_rogers_000_1_1.pst.8.xls,1561,714,2275,153,80,157,1,6,80,715,0,0,0,0,72,504,0,0,0,0,1225
benjamin_rogers_000_1_1.pst.9.xls,1056,591,1647,521,323,586,0,0,153,676,0,0,0,0,0,0,12,24,356,356,1056
benjamin_rogers_001_1_1.pst.1.xls,68,48,116,21,11,29,0,0,15,62,0,0,0,0,0,0,0,0,6,6,68
benjamin_rogers_001_1_1.pst.10.xls,129,77,206,19,11,22,0,0,11,121,0,0,0,0,0,0,0,0,8,8,129
benjamin_rogers_001_1_1.pst.100.xls,1861,1729,3590,170,158,328,0,0,157,1727,0,0,0,0,13,134,0,0,0,0,1861
benjamin_rogers_001_1_1.pst.101.xls,265,143,408,17,10,20,2,39,8,181,0,0,0,0,2,40,0,0,5,5,265
benjamin_rogers_001_1_1.pst.104.xls,80,61,141,49,49,75,0,0,4,27,0,0,0,0,1,2,1,2,43,43,74
benjamin_rogers_001_1_1.pst.107.xls,265,143,408,17,10,20,2,39,8,181,0,0,0,0,2,40,0,0,5,5,265
benjamin_rogers_001_1_1.pst.108.xls,292,183,475,104,88,149,0,0,30,205,0,0,0,0,2,4,1,2,71,71,282
benjamin_rogers_001_1_1.pst.109.xls,8145,4547,12692,1355,1001,1831,83,361,602,4930,8,147,0,0,444,1576,45,90,173,173,7277
benjamin_rogers_001_1_1.pst.11.xls,128,76,204,20,12,24,0,0,12,120,0,0,0,0,0,0,0,0,8,8,128
benjamin_rogers_001_1_1.pst.110.xls,292,183,475,104,88,149,0,0,30,206,0,0,0,0,2,4,1,2,71,71,283
benjamin_rogers_001_1_1.pst.111.xls,292,183,475,104,88,148,0,0,29,205,0,0,0,0,2,4,1,3,72,72,284
benjamin_rogers_001_1_1.pst.112.xls,539,459,998,115,94,161,2,42,78,441,0,0,0,0,20,40,0,0,15,15,538
benjamin_rogers_001_1_1.pst.113.xls,28,14,42,4,2,5,0,0,4,28,0,0,0,0,0,0,0,0,0,0,28
benjamin_rogers_001_1_1.pst.114.xls,483,307,790,155,132,213,2,10,53,330,0,0,0,0,5,19,15,30,80,80,469
benjamin_rogers_001_1_1.pst.115.xls,8145,4547,12692,1355,1001,1831,83,361,602,4930,8,147,0,0,444,1576,45,90,173,173,7277
benjamin_rogers_001_1_1.pst.118.xls,483,307,790,156,133,217,2,10,56,339,0,0,0,0,5,19,15,30,78,78,476
benjamin_rogers_001_1_1.pst.119.xls,66,34,100,25,13,28,0,0,7,28,0,0,0,0,6,26,0,0,12,12,66
benjamin_rogers_001_1_1.pst.12.xls,1875,1263,3138,276,203,438,0,0,184,1759,0,0,0,0,0,0,24,48,68,68,1875
benjamin_rogers_001_1_1.pst.120.xls,787,436,1223,124,95,184,5,98,27,427,0,0,0,0,7,149,28,56,57,57,787
benjamin_rogers_001_1_1.pst.121.xls,53,43,96,53,43,71,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53
benjamin_rogers_001_1_1.pst.122.xls,2695,1278,3973,688,506,893,0,0,117,1083,0,0,0,0,130,906,93,222,348,348,2559
benjamin_rogers_001_1_1.pst.123.xls,53,43,96,53,43,71,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53
benjamin_rogers_001_1_1.pst.126.xls,63,18,81,9,5,13,0,0,2,28,0,0,0,0,2,28,1,2,4,4,62
benjamin_rogers_001_1_1.pst.127.xls,53,43,96,53,43,71,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53
benjamin_rogers_001_1_1.pst.128.xls,490,370,860,25,20,30,0,0,20,480,0,0,0,0,5,10,0,0,0,0,490
benjamin_rogers_001_1_1.pst.13.xls,1870,1262,3132,282,212,454,0,0,187,1763,0,0,0,0,0,0,12,24,83,83,1870
benjamin_rogers_001_1_1.pst.130.xls,74,49,123,69,48,88,0,0,0,0,0,0,0,0,2,5,2,4,65,65,74
benjamin_rogers_001_1_1.pst.134.xls,11371,6125,17496,135,97,190,0,0,80,11316,0,0,0,0,0,0,0,0,55,55,11371
benjamin_rogers_001_1_1.pst.135.xls,32,32,64,32,32,48,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32
benjamin_rogers_001_1_1.pst.136.xls,8145,4547,12692,1355,1001,1831,83,361,602,4930,8,147,0,0,444,1576,45,90,173,173,7277
benjamin_rogers_001_1_1.pst.138.xls,409,409,818,44,44,88,0,0,38,397,0,0,0,0,0,0,5,11,1,1,409
benjamin_rogers_001_1_1.pst.139.xls,63,18,81,9,4,12,0,0,2,28,0,0,0,0,2,28,2,4,3,3,63
benjamin_rogers_001_1_1.pst.14.xls,1878,1266,3144,278,205,442,0,0,184,1767,0,0,0,0,0,0,17,34,77,77,1878
benjamin_rogers_001_1_1.pst.141.xls,20,10,30,10,5,15,0,0,6,12,0,0,0,0,0,0,2,6,2,2,20
benjamin_rogers_001_1_1.pst.143.xls,26,13,39,12,6,18,0,0,6,12,0,0,0,0,0,0,4,12,2,2,26
benjamin_rogers_001_1_1.pst.144.xls,57,28,85,28,15,42,3,7,17,40,0,0,0,0,0,0,2,4,6,6,57
benjamin_rogers_001_1_1.pst.145.xls,300,180,480,215,210,239,1,2,2,4,0,0,0,0,49,99,2,34,161,161,300
benjamin_rogers_001_1_1.pst.146.xls,113,58,171,44,25,66,4,10,18,44,0,0,0,0,1,3,5,40,16,16,113
benjamin_rogers_001_1_1.pst.147.xls,15,8,23,7,4,11,0,0,4,12,0,0,0,0,0,0,0,0,3,3,15
benjamin_rogers_001_1_1.pst.148.xls,47,30,77,41,34,57,0,0,0,0,0,0,0,0,0,0,4,10,37,37,47
benjamin_rogers_001_1_1.pst.149.xls,113,58,171,44,25,66,4,10,18,44,0,0,0,0,1,3,5,40,16,16,113
benjamin_rogers_001_1_1.pst.150.xls,119,60,179,46,25,68,4,10,18,48,0,0,0,0,1,3,5,40,18,18,119
benjamin_rogers_001_1_1.pst.153.xls,17456,7930,25386,791,415,595,13,542,753,13715,0,0,0,0,12,2440,0,0,13,13,16710
benjamin_rogers_001_1_1.pst.154.xls,119,60,179,46,25,68,4,10,18,48,0,0,0,0,1,3,5,40,18,18,119
benjamin_rogers_001_1_1.pst.155.xls,47857,30645,78502,7597,6073,10270,612,3716,3713,33061,0,0,0,0,1770,7902,671,1342,831,831,46852
benjamin_rogers_001_1_1.pst.185.xls,8349,3192,11541,1534,1087,1845,70,322,842,4321,6,64,0,0,430,1629,119,239,67,67,6642
benjamin_rogers_001_1_1.pst.2.xls,32,22,54,21,15,31,0,0,1,3,1,2,0,0,0,0,2,10,17,17,32
benjamin_rogers_001_1_1.pst.20.xls,11,10,21,6,5,11,0,0,2,7,0,0,0,0,0,0,0,0,4,4,11
benjamin_rogers_001_1_1.pst.201.xls,128,76,204,20,12,24,0,0,12,120,0,0,0,0,0,0,0,0,8,8,128
benjamin_rogers_001_1_1.pst.203.xls,129,77,206,19,11,22,0,0,11,121,0,0,0,0,0,0,0,0,8,8,129
benjamin_rogers_001_1_1.pst.21.xls,1875,1263,3138,276,203,438,0,0,184,1759,0,0,0,0,0,0,24,48,68,68,1875
benjamin_rogers_001_1_1.pst.22.xls,1875,1263,3138,276,203,438,0,0,184,1759,0,0,0,0,0,0,24,48,68,68,1875
benjamin_rogers_001_1_1.pst.221.xls,16,16,32,8,8,12,3,11,0,0,0,0,0,0,0,0,0,0,5,5,16
benjamin_rogers_001_1_1.pst.222.xls,1348,672,2020,52,26,49,2,48,38,988,0,0,0,0,12,312,0,0,0,0,1348
benjamin_rogers_001_1_1.pst.223.xls,391,229,620,156,96,154,3,32,33,234,0,0,0,0,1,2,4,8,115,115,391
benjamin_rogers_001_1_1.pst.224.xls,9243,3444,12687,1716,1150,1967,110,500,994,4720,5,64,0,0,415,1764,127,255,65,65,7368
benjamin_rogers_001_1_1.pst.225.xls,9476,3564,13040,1808,1238,2152,111,521,1032,4862,5,66,0,0,463,1853,124,248,73,73,7623
benjamin_rogers_001_1_1.pst.226.xls,6728,2628,9356,1225,852,1590,109,477,607,3464,6,74,0,0,336,1407,102,206,65,65,5693
benjamin_rogers_001_1_1.pst.227.xls,391,229,620,156,96,154,3,32,33,234,0,0,0,0,1,2,4,8,115,115,391
benjamin_rogers_001_1_1.pst.228.xls,391,229,620,156,96,154,3,32,33,234,0,0,0,0,1,2,4,8,115,115,391
benjamin_rogers_001_1_1.pst.229.xls,391,229,620,156,96,154,3,32,33,234,0,0,0,0,1,2,4,8,115,115,391
benjamin_rogers_001_1_1.pst.23.xls,1875,1263,3138,276,203,438,0,0,184,1759,0,0,0,0,0,0,24,48,68,68,1875
benjamin_rogers_001_1_1.pst.231.xls,787,436,1223,124,95,184,5,98,27,427,0,0,0,0,7,149,28,56,57,57,787
benjamin_rogers_001_1_1.pst.233.xls,391,229,620,156,96,154,3,32,33,234,0,0,0,0,1,2,4,8,115,115,391
benjamin_rogers_001_1_1.pst.235.xls,186,91,277,35,22,33,0,0,20,142,0,0,0,0,2,6,0,0,13,13,161
benjamin_rogers_001_1_1.pst.237.xls,101,99,200,6,6,12,0,0,5,98,0,0,0,0,0,0,0,0,1,1,99
benjamin_rogers_001_1_1.pst.24.xls,129,77,206,19,11,22,0,0,11,121,0,0,0,0,0,0,0,0,8,8,129
benjamin_rogers_001_1_1.pst.242.xls,15,8,23,7,4,11,0,0,4,12,0,0,0,0,0,0,0,0,3,3,15
benjamin_rogers_001_1_1.pst.243.xls,40,40,80,39,39,59,1,2,0,0,0,0,0,0,0,0,0,0,38,38,40
benjamin_rogers_001_1_1.pst.245.xls,40,40,80,39,39,59,1,2,0,0,0,0,0,0,0,0,0,0,38,38,40
benjamin_rogers_001_1_1.pst.246.xls,8145,4547,12692,1360,1005,1841,87,369,610,4930,8,147,0,0,436,1560,45,90,174,174,7270
benjamin_rogers_001_1_1.pst.247.xls,40,40,80,39,39,59,1,2,0,0,0,0,0,0,0,0,0,0,38,38,40
benjamin_rogers_001_1_1.pst.25.xls,129,77,206,19,11,22,0,0,11,121,0,0,0,0,0,0,0,0,8,8,129
benjamin_rogers_001_1_1.pst.250.xls,40,40,80,39,39,59,1,2,0,0,0,0,0,0,0,0,0,0,38,38,40
benjamin_rogers_001_1_1.pst.252.xls,40,40,80,39,39,59,1,2,0,0,0,0,0,0,0,0,0,0,38,38,40
benjamin_rogers_001_1_1.pst.253.xls,1881,1749,3630,171,159,330,1,20,157,1727,0,0,0,0,13,134,0,0,0,0,1881
benjamin_rogers_001_1_1.pst.254.xls,1861,1729,3590,170,158,328,0,0,157,1727,0,0,0,0,13,134,0,0,0,0,1861
benjamin_rogers_001_1_1.pst.26.xls,129,77,206,19,11,22,0,0,11,121,0,0,0,0,0,0,0,0,8,8,129
benjamin_rogers_001_1_1.pst.27.xls,32,22,54,21,15,31,0,0,1,3,1,2,0,0,0,0,2,10,17,17,32
benjamin_rogers_001_1_1.pst.34.xls,32,22,54,21,15,31,0,0,1,3,1,2,0,0,0,0,2,10,17,17,32
benjamin_rogers_001_1_1.pst.35.xls,55,37,92,36,27,60,0,0,3,11,0,0,0,0,0,0,8,16,25,25,52
benjamin_rogers_001_1_1.pst.40.xls,444,152,596,135,48,157,0,0,95,404,0,0,0,0,0,0,0,0,40,40,444
benjamin_rogers_001_1_1.pst.41.xls,580,155,735,116,31,147,0,0,116,580,0,0,0,0,0,0,0,0,0,0,580
benjamin_rogers_001_1_1.pst.45.xls,1343,735,2078,200,155,282,21,235,80,948,1,3,0,0,5,55,6,12,87,87,1340
benjamin_rogers_001_1_1.pst.46.xls,37,25,62,26,18,37,0,0,1,3,1,2,0,0,0,0,2,10,22,22,37
benjamin_rogers_001_1_1.pst.47.xls,194,87,281,20,12,22,2,19,14,151,0,0,0,0,2,22,0,0,2,2,194
benjamin_rogers_001_1_1.pst.5.xls,32,22,54,21,15,31,0,0,1,3,1,2,0,0,0,0,2,10,17,17,32
benjamin_rogers_001_1_1.pst.50.xls,1348,672,2020,52,26,49,2,48,38,988,0,0,0,0,12,312,0,0,0,0,1348
benjamin_rogers_001_1_1.pst.51.xls,674,336,1010,26,13,25,1,24,19,494,0,0,0,0,6,156,0,0,0,0,674
benjamin_rogers_001_1_1.pst.52.xls,32,22,54,21,15,31,0,0,1,3,1,2,0,0,0,0,2,10,17,17,32
benjamin_rogers_001_1_1.pst.53.xls,228,141,369,83,57,120,0,0,26,154,0,0,0,0,4,19,2,4,51,51,228
benjamin_rogers_001_1_1.pst.54.xls,226,140,366,83,57,120,0,0,26,152,0,0,0,0,4,19,2,4,51,51,226
benjamin_rogers_001_1_1.pst.55.xls,226,140,366,83,57,120,0,0,26,152,0,0,0,0,4,19,2,4,51,51,226
benjamin_rogers_001_1_1.pst.56.xls,11,11,22,2,2,4,0,0,2,11,0,0,0,0,0,0,0,0,0,0,11
benjamin_rogers_001_1_1.pst.93.xls,44,44,88,5,5,10,4,43,0,0,0,0,0,0,0,0,0,0,1,1,44
benjamin_rogers_001_1_1.pst.94.xls,1901,1769,3670,174,162,335,0,0,159,1747,0,0,0,0,15,154,0,0,0,0,1901
benjamin_rogers_001_1_1.pst.95.xls,1861,1729,3590,170,158,328,0,0,157,1727,0,0,0,0,13,134,0,0,0,0,1861
benjamin_rogers_001_1_1.pst.96.xls,1861,1729,3590,170,158,328,0,0,157,1727,0,0,0,0,13,134,0,0,0,0,1861
benjamin_rogers_001_1_1.pst.97.xls,80,61,141,48,48,73,0,0,2,21,0,0,0,0,0,0,2,4,44,44,69
bill_rapp_000_1_1.pst.0.xls,109,75,184,14,12,20,2,32,5,70,0,0,0,0,0,0,0,0,7,7,109
bill_rapp_000_1_1.pst.1.xls,109,75,184,14,12,20,2,32,5,70,0,0,0,0,0,0,0,0,7,7,109
bill_rapp_000_1_1.pst.2.xls,106,72,178,12,10,16,2,32,4,68,0,0,0,0,0,0,0,0,6,6,106
bill_rapp_000_1_1.pst.3.xls,106,72,178,12,10,16,2,32,4,68,0,0,0,0,0,0,0,0,6,6,106
bill_williams_iii_000_1_1.pst.1.xls,3040,880,3920,180,90,250,0,0,150,3010,0,0,0,0,0,0,0,0,30,30,3040
bill_williams_iii_000_1_1.pst.12.xls,5168,1496,6664,306,153,425,0,0,255,5117,0,0,0,0,0,0,0,0,51,51,5168
bill_williams_iii_000_1_1.pst.13.xls,7836,2726,10562,486,295,747,0,0,392,7721,0,0,0,0,21,42,0,0,73,73,7836
bill_williams_iii_000_1_1.pst.14.xls,7860,2756,10616,490,297,751,0,0,398,7749,0,0,0,0,19,38,0,0,73,73,7860
bill_williams_iii_000_1_1.pst.15.xls,1016,344,1360,64,40,97,0,0,49,997,0,0,0,0,4,8,0,0,11,11,1016
bill_williams_iii_000_1_1.pst.16.xls,1532,524,2056,98,62,149,0,0,75,1503,0,0,0,0,6,12,0,0,17,17,1532
bill_williams_iii_000_1_1.pst.17.xls,2048,704,2752,132,84,201,0,0,101,2009,0,0,0,0,8,16,0,0,23,23,2048
bill_williams_iii_000_1_1.pst.18.xls,2564,884,3448,166,106,253,0,0,127,2515,0,0,0,0,10,20,0,0,29,29,2564
bill_williams_iii_000_1_1.pst.19.xls,2822,974,3796,183,117,279,0,0,140,2768,0,0,0,0,11,22,0,0,32,32,2822
bill_williams_iii_000_1_1.pst.20.xls,3080,1064,4144,200,128,305,0,0,153,3021,0,0,0,0,12,24,0,0,35,35,3080
bill_williams_iii_000_1_1.pst.21.xls,3878,1358,5236,269,179,418,0,0,199,3793,0,0,0,0,15,30,0,0,55,55,3878
bill_williams_iii_000_1_1.pst.22.xls,3337,1153,4490,217,139,331,0,0,166,3273,0,0,0,0,13,26,0,0,38,38,3337
bill_williams_iii_000_1_1.pst.23.xls,4408,1552,5960,313,211,490,0,0,229,4307,0,0,0,0,17,34,0,0,67,67,4408
bill_williams_iii_000_1_1.pst.24.xls,4669,1648,6317,335,226,525,0,0,244,4561,0,0,0,0,17,34,0,0,74,74,4669
bill_williams_iii_000_1_1.pst.25.xls,4951,1762,6713,360,245,568,0,0,262,4835,0,0,0,0,18,36,0,0,80,80,4951
bill_williams_iii_000_1_1.pst.26.xls,5217,1860,7077,382,261,605,0,0,277,5093,0,0,0,0,19,38,0,0,86,86,5217
bill_williams_iii_000_1_1.pst.27.xls,4250,1562,5812,332,220,535,0,0,240,4158,0,0,0,0,0,0,0,0,92,92,4250
bill_williams_iii_000_1_1.pst.28.xls,6659,2435,9094,520,344,836,0,0,375,6514,0,0,0,0,0,0,0,0,145,145,6659
bill_williams_iii_000_1_1.pst.29.xls,6925,2533,9458,541,358,870,0,0,390,6774,0,0,0,0,0,0,0,0,151,151,6925
bill_williams_iii_000_1_1.pst.3.xls,3648,1056,4704,216,108,300,0,0,180,3612,0,0,0,0,0,0,0,0,36,36,3648
bill_williams_iii_000_1_1.pst.30.xls,7215,2631,9846,563,372,905,0,0,406,7058,0,0,0,0,0,0,0,0,157,157,7215
bill_williams_iii_000_1_1.pst.31.xls,1294,1294,2588,80,80,103,21,1177,58,116,0,0,0,0,0,0,0,0,1,1,1294
bill_williams_iii_000_1_1.pst.32.xls,193,193,386,18,18,36,0,0,14,185,0,0,0,0,0,0,4,8,0,0,193
bill_williams_iii_000_1_1.pst.33.xls,193,193,386,18,18,36,0,0,14,185,0,0,0,0,0,0,4,8,0,0,193
bill_williams_iii_000_1_1.pst.34.xls,390,390,780,36,36,72,0,0,27,373,0,0,0,0,0,0,8,16,1,1,390
bill_williams_iii_000_1_1.pst.35.xls,297,297,594,27,27,54,0,0,21,285,0,0,0,0,0,0,6,12,0,0,297
bill_williams_iii_000_1_1.pst.36.xls,693,693,1386,63,63,126,0,0,48,664,0,0,0,0,0,0,14,28,1,1,693
bill_williams_iii_000_1_1.pst.37.xls,893,893,1786,84,84,165,0,0,62,855,0,0,0,0,0,0,16,32,6,6,893
bill_williams_iii_000_1_1.pst.38.xls,994,994,1988,94,94,184,0,0,69,951,0,0,0,0,0,0,18,36,7,7,994
bill_williams_iii_000_1_1.pst.39.xls,1095,1095,2190,104,104,203,0,0,76,1047,0,0,0,0,0,0,20,40,8,8,1095
bill_williams_iii_000_1_1.pst.4.xls,3648,1056,4704,216,108,300,0,0,180,3612,0,0,0,0,0,0,0,0,36,36,3648
bill_williams_iii_000_1_1.pst.40.xls,1195,1195,2390,114,114,223,0,0,83,1142,0,0,0,0,0,0,22,44,9,9,1195
bill_williams_iii_000_1_1.pst.41.xls,1396,1396,2792,135,135,263,0,0,98,1333,0,0,0,0,0,0,26,52,11,11,1396
bill_williams_iii_000_1_1.pst.43.xls,1595,1595,3190,155,155,301,0,0,112,1525,0,0,0,0,0,0,27,54,16,16,1595
bill_williams_iii_000_1_1.pst.44.xls,1696,1696,3392,165,165,320,0,0,119,1621,0,0,0,0,0,0,29,58,17,17,1696
bill_williams_iii_000_1_1.pst.45.xls,82,43,125,5,3,8,0,0,5,82,0,0,0,0,0,0,0,0,0,0,82
bill_williams_iii_000_1_1.pst.46.xls,78,43,121,12,7,17,0,0,5,69,0,0,0,0,0,0,2,4,5,5,78
bill_williams_iii_000_1_1.pst.47.xls,20,10,30,4,2,5,0,0,4,20,0,0,0,0,0,0,0,0,0,0,20
bill_williams_iii_000_1_1.pst.48.xls,116,58,174,12,6,17,0,0,10,114,0,0,0,0,0,0,0,0,2,2,116
bill_williams_iii_000_1_1.pst.51.xls,52,52,104,19,19,32,6,38,0,0,0,0,0,0,0,0,1,2,12,12,52
bill_williams_iii_000_1_1.pst.53.xls,117,37,154,52,23,54,1,2,17,37,0,0,0,0,1,2,18,36,15,15,92
bill_williams_iii_000_1_1.pst.54.xls,366,179,545,274,129,305,0,0,57,139,0,0,0,0,3,6,5,12,209,209,366
bill_williams_iii_000_1_1.pst.55.xls,363,177,540,271,126,302,0,0,57,139,0,0,0,0,3,6,5,12,206,206,363
bill_williams_iii_000_1_1.pst.56.xls,19572,6246,25818,652,262,435,0,0,652,15610,0,0,0,0,0,0,0,0,0,0,15610
bill_williams_iii_000_1_1.pst.57.xls,55,30,85,53,28,80,0,0,1,3,0,0,0,0,0,0,0,0,52,52,55
bill_williams_iii_000_1_1.pst.6.xls,4256,1232,5488,252,126,350,0,0,210,4214,0,0,0,0,0,0,0,0,42,42,4256
bill_williams_iii_000_1_1.pst.60.xls,621,469,1090,53,43,84,0,0,44,600,0,0,0,0,6,18,0,0,3,3,621
bill_williams_iii_000_1_1.pst.61.xls,637,481,1118,50,41,78,0,0,36,606,0,0,0,0,7,20,4,8,3,3,637
bill_williams_iii_000_1_1.pst.62.xls,677,511,1188,52,42,81,0,0,39,648,0,0,0,0,6,18,4,8,3,3,677
bill_williams_iii_000_1_1.pst.63.xls,44,22,66,4,2,5,0,0,4,44,0,0,0,0,0,0,0,0,0,0,44
bill_williams_iii_000_1_1.pst.64.xls,25,15,40,5,3,5,0,0,5,25,0,0,0,0,0,0,0,0,0,0,25
bill_williams_iii_000_1_1.pst.66.xls,20,10,30,4,2,5,0,0,4,20,0,0,0,0,0,0,0,0,0,0,20
bill_williams_iii_000_1_1.pst.69.xls,123,63,186,13,7,17,0,0,13,123,0,0,0,0,0,0,0,0,0,0,123
bill_williams_iii_000_1_1.pst.70.xls,138,80,218,7,4,8,0,0,7,138,0,0,0,0,0,0,0,0,0,0,138
bill_williams_iii_000_1_1.pst.71.xls,52,26,78,2,1,3,0,0,2,52,0,0,0,0,0,0,0,0,0,0,52
bill_williams_iii_000_1_1.pst.72.xls,105,105,210,9,9,14,0,0,6,100,0,0,0,0,0,0,2,4,1,1,105
bill_williams_iii_000_1_1.pst.74.xls,627,453,1080,58,45,90,0,0,46,601,0,0,0,0,6,18,2,4,4,4,627
bill_williams_iii_000_1_1.pst.77.xls,60,37,97,29,23,39,0,0,7,25,0,0,0,0,0,0,0,0,22,22,47
bill_williams_iii_000_1_1.pst.8.xls,4560,1320,5880,270,135,375,0,0,225,4515,0,0,0,0,0,0,0,0,45,45,4560
bill_williams_iii_000_1_1.pst.81.xls,16128,8064,24192,6,3,7,0,0,6,16128,0,0,0,0,0,0,0,0,0,0,16128
bill_williams_iii_000_1_1.pst.87.xls,104,104,208,55,55,84,13,58,0,0,0,0,0,0,0,0,4,8,38,38,104
bill_williams_iii_000_1_1.pst.9.xls,4864,1408,6272,288,144,400,0,0,240,4816,0,0,0,0,0,0,0,0,48,48,4864
bill_williams_iii_000_1_1.pst.90.xls,33,20,53,15,14,27,0,0,3,9,0,0,0,0,3,12,0,0,9,9,30
bill_williams_iii_000_1_1.pst.91.xls,312,149,461,235,108,262,0,0,55,123,0,0,0,0,2,4,5,12,173,173,312
bill_williams_iii_000_1_1.pst.92.xls,29,29,58,1,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,29
brad_mckay_000_1_1.pst.0.xls,30952,12373,43325,275,179,358,15,194,118,16894,0,0,0,0,101,7287,6,13,35,35,24423
brad_mckay_000_1_1.pst.1.xls,265,133,398,3,2,4,0,0,2,264,0,0,0,0,0,0,0,0,1,1,265
brad_mckay_000_1_1.pst.10.xls,22,22,44,22,22,44,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22
brad_mckay_000_1_1.pst.11.xls,106,62,168,47,46,73,0,0,4,36,0,0,0,0,2,21,0,0,41,41,98
